nodeID,networkCanvasEgoUUID,networkCanvasUUID,fre_person,ni_relationship_direction,ni_other_phy,ni_rate_influence,ni_motivate,ni_relationship_1,ni_relationship_2,ni_relationship_3,ni_relationship_4,ni_relationship_5,ni_relationship_6,ni_relationship_7,topic_person,motive_person,ni_talk,ni_exercise_freq,ni,ni_often_30d,ni_interaction,relationship,active_person,name
1,1f15cb17-19bf-49c3-9aeb-259bd29f9a7f,689ebc03-3c60-4f93-bfcf-27dcf7118d92,,,4,,3,false,false,false,false,false,true,false,,,2,,,,5,,,Yi (The blogger I follow)
2,1f15cb17-19bf-49c3-9aeb-259bd29f9a7f,c2a99842-41cc-43f5-a2dc-a3ac0132a0f7,,,2,,2,false,false,true,false,false,false,false,,,,,,,4,,,Du (My mother)
